"Item","Part Number","Description","Qty.","Remark"
"1","50000363","Pad, Rubber","1",""
"2","00000834","Screw  GB/T 70.3  M6×40","2",""
"3","50000362","Plate","2",""
"4","00000745","Bolt  GB/T 5783  M6 × 12","4",""
"5","00000621","Spring Washer  GB/T 93  6","4",""
"6","00000620","Flat Washer  GB/T 97.1  6","4",""
"7","50000750","Cover","1",""
"8","00002319","Screw  GB/T 818  M5 × 10 - H","3",""
"9","50000751","Cover, Sensor","1",""
"10","00001060","Screw  GB/T 818  M6 × 12 - H","3",""
"11","00000643","Sensor, Angle","1",""
"12","00000743","Bolt  GB/T 5783  M6 × 20","4",""
"13","50000749","Cover, Boom","1",""
