"Item","Part Number","Description","Qty.","Remark"
"1","00002319","Screw  GB/T 818  M5 × 10 - H","2",""
"2","50000369","Cover, Switch","1",""
"3","00000683","Bolt  GB/T 5783  M10 × 30","8",""
"4","00000679","Spring Washer  GB/T 93  10","16",""
"5","00000615","Flat Washer  GB/T 97.1  10","16",""
"6","00000604","Screw  GB/T 70.1  M4×16","4",""
"7","00000779","Spring Washer  GB/T 93  4","4",""
"8","00000778","Flat Washer  GB/T 97.1  4","4",""
"9","50000371","Plate, Bracket","1",""
"10","00000748","Switch, Limit","1",""
"11","50000401","Shim","16",""
"12","50000046","Shim","4",""
"13","50000047","Shim","8",""
"14","50000403","Sliding Block","4",""
"15","50000480","Insert","8",""
"16","00000678","Bolt  GB/T 5783  M10 × 25","8",""
"17","50000729","Sliding Block","4",""
"18","50000730","Insert","8",""
