"Item","Part No.","Description","Qty."
"1","10000585","Linkage weldment (JCPT0808HD/DC, JCPT1008HD/DC, 
JCPT1012HD/DC, JCPT1212HD/DC, JCPT1412HD/DC, 
JCPT1612HD/DC)","1"
"","10000867","Linkage weldment (JCPT1614HD/DC)","1"
"2","10000577","Pothole guard weldment (JCPT0808HD/DC, 
JCPT1008HD/DC, JCPT1012HD/DC, JCPT1212HD/DC, 
JCPT1412HD/DC)","1"
"","10000849","Pothole guard weldment (JCPT1612HD/DC, 
JCPT1614HD/DC)","1"
"3","00001050","Washer  GB/T 97.1  20","2"
"4","00001051","Nut  GB/T 6182  M20","2"
"5","00001253","Screw  GB/T 70.1  M5×30","4"
"6","00000606","Washer  GB/T 93  5","8"
"7","00000605","Washer  GB/T 97.1  5","8"
"8","00000739","Limit switch","2"
"9","10000490","Lock clasp","1"
"10","00002872","Bolt  QC/T 340  M8×16","4"
"11","00001252","Screw  GB/T 70.1  M5×12","4"
"12","10000042","Switch cover","2"
"13","10000576","Pothole guard weldment (JCPT0808HD/DC, 
JCPT1008HD/DC, JCPT1012HD/DC, JCPT1212HD/DC, 
JCPT1412HD/DC)","1"
"","10000848","Pothole guard weldment (JCPT1612HD/DC, 
JCPT1614HD/DC)","1"
"14","00001044","Nut  GB/T 6182  M14","6"
"15","00000359","8812-202320  Bearing","4"
"16","00000382","8832-20  Bearing","4"
"17","10000575","Pin","4"
"18","10000573","Washer","2"
"19","10000569","Gas shock strut","2"
"20","10000672","Pothole link plate (JCPT0808HD/DC, JCPT1008HD/DC)","2"
"","10000570","Pothole link plate (JCPT1012HD/DC, JCPT1212HD/DC)","2"
"","10000799","Pothole link plate (JCPT1412HD/DC)","2"
