"Item","Part No.","Description","Qty."
"22","00000832","Screw  GB/T 70.3  M6×25","2"
"23","10000403","Hose (JCPT1412HD/DC)","1"
"","10000085","Hose (JCPT1612HD/DC, JCPT1614HD/DC)","1"
"24","00002889","Bolt  QC/T 340  M10×45","1"
"25","10000265","Pothole pusher","2"
"26","00000596","895-38.1×236  Pin","1"
"27","10000278","Outer arm 1 (JCPT1412HD/DC)","1"
"","10000753","Outer arm 1 (JCPT1612HD/DC)","1"
"","10000774","Outer arm 1 (JCPT1614HD/DC)","1"
"28","00000787","Circlips 
JB/ZQ 4342-38","20"
"29","00000566","898-38.1×205.5  Pin","4"
"30","10000261","Line bridge (JCPT1412HD/DC)","3"
"","10000770","Line bridge (JCPT1612HD/DC, JCPT1614HD/DC)","3"
"31","10000257","Spacer sleeve","4"
"32","00000438","8813-38.1×44.45×31.75  Bearing","40"
"33","10000254","Washer","17"
"34","10000266","Inner arm 1 (JCPT1412HD/DC)","1"
"","10000743","Inner arm 1 (JCPT1612HD/DC, JCPT1614HD/DC)","1"
"35","00000577","896-38.1×515  Pin","1"
"36","00000220","8902-10080  Pin","5"
"37","00002877","Bolt  QC/T 340  M10×35","9"
"38","10000251","Sensor cover (JCPT1412HD/DC-CE, 
JCPT1612HD/DC-CE)","1"
"39","00000695","Angle sensor (JCPT1412HD/DC-CE, 
JCPT1612HD/DC-CE)","1"
"40","00001054","Screw  GB/T 70.1  M4×12 (JCPT1412HD/DC-CE, 
JCPT1612HD/DC-CE)","2"
"41","00000779","Washer  GB/T 93  4 (JCPT1412HD/DC-CE, 
JCPT1612HD/DC-CE)","2"
