"Item","Part No.","Description","Qty."
"29","00000695","Angle sensor (JCPT1212HD/DC-CE)","1"
"30","00001054","Screw  GB/T 70.1  M4×12 (JCPT1212HD/DC-CE)","2"
"31","00000778","Washer  GB/T 97.1  4 (JCPT1212HD/DC-CE)","2"
"32","00000779","Washer  GB/T 93  4 (JCPT1212HD/DC-CE)","2"
"33","10000258","Collar","5"
"34","00000822","Screw  GB/T 70.3  M5×16","5"
"35","10000282","Inner arm 2","1"
"36","10000260","Safety arm bushing","2"
"37","10000259","Safety arm","2"
"38","00002887","Bolt  QC/T 340  M10×25","4"
"39","10000261","Line bridge","3"
"40","00000565","898-38.1×198.5  Pin","4"
"41","10000256","Spacer sleeve","4"
"42","00000568","898-38.1×638.5  Pin","9"
"43","10000291","Inner arm 4","1"
"44","10000285","Outer arm","3"
"45","10000264","Block","32"
"46","00002884","Bolt  GB/T 16674  M10×100","2"
"47","10000252","Platform slider","4"
"48","00000439","8813-38.1×44.45×50.8  Bearing","6"
"49","00002572","Nut  GB/T 6183.1  M10","15"
"50","00002098","896B-38.1×146  Pin","4"
"51","10000293","Outer arm 5","1"
"52","10000296","Inner arm 5","1"
"53","00002891","Bolt  GB/T 16674  M10×110","2"
