"Item","Part No.","Description","Qty."
"1","00000689","Charger (GPSC)","1"
"","00003123","Charger (HBS)","1"
"2","00001060","Screw  GB/T 818  M6×12 - H","4"
"3","00000621","Washer  GB/T 93  6","4"
"4","00000620","Washer  GB/T 97.1  6","4"
"5","00002572","Nut  GB/T 6183.1  M10","1"
"6","10000536","Hinge pin","2"
"7","00000368","8812-252820  Bearing","4"
"8","10000539","Bumper","1"
"9","00000614","Screw  GB/T 70.1  M10×60","1"
"10","00000384","8832-26  Bearing","2"
"11","00000992","Circlips  GB/T 894.1-25","2"
"12","00002011","Battery (JCPT0808HD/DC, JCPT1008HD/DC, 
JCPT1012HD/DC)","4"
"","00000690","Battery (JCPT1212HD/DC)","4"
"","00002014","Battery (JCPT1412HD/DC, JCPT1612HD/DC, 
JCPT1614HD/DC)","4"
"13","10000541","Battery tray weldment (JCPT0808HD/DC, 
JCPT1008HD/DC, JCPT1012HD/DC, JCPT1212HD/DC)","1"
"","10000794","Battery tray weldment (JCPT1412HD/DC)","1"
"","10000841","Battery tray weldment (JCPT1612HD/DC, 
JCPT1614HD/DC)","1"
"","10001613","Battery tray weldment (Rear fitted changer plug) 
(JCPT0808HD/DC, JCPT1008HD/DC, JCPT1012HD/DC, 
JCPT1212HD/DC)","1"
"","10001622","Battery tray weldment (Rear fitted changer plug) 
(JCPT1412HD/DC)","1"
"","10001634","Battery tray weldment (Rear fitted changer plug) 
(JCPT1612HD/DC, JCPT1614HD/DC)","1"
"14","10000537","Half-round batten","2"
"15","00002573","Nut  GB/T 6183.1  M5","4"
"16","00000655","Power switch","1"
"17","00000610","Nut  GB/T 6170  M8","2"
