"Item","Part No.","Description","Qty."
"1","10000441","Lower lift cylinder (JCPT0808HD/DC, JCPT1008HD/DC, 
JCPT1012HD/DC, JCPT1212HD/DC, JCPT1412HD/DC)","1"
"","10000080","Lower lift cylinder (JCPT1612HD/DC, JCPT1614HD/DC)","1"
"2","00002418","Pressure sensor (All CE models)","1"
"3","00002518","Washer  JB/T 982  13 (All CE models)","1"
"4","00001073","Plug  VSTI14×1.5ED (All CE models)","1"
"","00001073","Plug  VSTI14×1.5ED (All ANSI models)","2"
"5","00003027","Orifice  Φ1.5 (JCPT0808HD/DC, JCPT1008HD/DC, 
JCPT1012HD/DC, JCPT1212HD/DC, JCPT1412HD/DC)","1"
"","00003000","Orifice  Φ1.0 (JCPT1612HD/DC, JCPT1614HD/DC)","1"
"6","00002998","Plug  SAE4","1"
"7","10000404","Check valve","1"
"8","00001292","Straight fitting","1"
"9","00001833","Elbow (JCPT1212HD/DC, JCPT1412HD/DC, 
JCPT1612HD/DC, JCPT1614HD/DC)","1"
"10","00001238","Tee fitting (JCPT1212HD/DC, JCPT1412HD/DC, 
JCPT1612HD/DC, JCPT1614HD/DC)","1"
"11","10000410","Lowering knob 
JB/T7274.6    BM5×70","1"
"12","10001177","Emergency down cable assembly (JCPT0808HD/DC, 
JCPT1008HD/DC, JCPT1012HD/DC, JCPT1212HD/DC, 
JCPT1412HD/DC)","1"
"","10001157","Emergency down cable assembly (JCPT1612HD/DC, 
JCPT1614HD/DC)","1"
"13","00002001","Screw  GB/T 70.1  M3×5","1"
"14","10000413","Cable connector","1"
"15","00003020","Nut","1"
"16","00003019","Coil","1"
"17","00003022","Solenoid valve spool","1"
"18","00000876","Screw  GB/T 70.1  M6×16","2"
"19","00000621","Washer  GB/T 93  6","2"
"20","00000620","Washer  GB/T 97.1  6","2"
"21","10000431","Valve cover","1"
