"Item","Part No.","Description","Qty."
"1","10000448","Upper lift cylinder (JCPT1212HD/DC, JCPT1412HD/DC)","1"
"","10000089","Upper lift cylinder (JCPT1612HD/DC, JCPT1614HD/DC)","1"
"2","10000086","Relief valve","1"
"3","00001073","Plug  VSTI14×1.5ED","1"
"4","00001292","Straight fitting","1"
"5","00003017","Nut","1"
"6","00003019","Coil","1"
"7","00003024","Solenoid valve spool","1"
"8","10000404","Check valve","1"
"9","00003000","Orifice  Φ1.0 (JCPT1212HD/DC, JCPT1412HD/DC)","1"
"","00003028","Orifice  Φ0.7 (JCPT1612HD/DC, JCPT1614HD/DC)","1"
"10","00002998","Plug  SAE4","1"
"11","10000462","Nut","1"
"12","10000464","Fitting","1"
"13","00002519","Washer  BS/A 13.74","2"
"14","10000465","Fitting","1"
"15","00003025","Seal kit  6356","1"
