"Item","Part No.","Description","Qty."
"1","10000293","Outer arm 5","1"
"2","10000739","Inner arm 4","1"
"3","00002891","Bolt  GB/T 16674  M10×110","2"
"4","10000044","Line bridge","1"
"5","10000735","Inner arm 3","1"
"6","00000568","898-38.1×638.5  Pin","8"
"7","00001027","Bolt  GB/T 5782  M10×80","14"
"8","00000623","Nut  GB/T 6182  M10","14"
"9","00000595","895-38.1×220  Pin","1"
"10","10000256","Spacer sleeve","2"
"11","10000282","Inner arm 2","1"
"12","10000285","Outer arm","1"
"13","10000255","Chassis slider","2"
"14","00002096","896B-38.1×25A  Pin","2"
"15","","Lower lift cylinder assembly (without seal kit) (refer to 
401.1)","1"
"16","10001170","Hose","1"
"17","00002889","Bolt  QC/T 340  M10×45","1"
"18","10000265","Pothole pusher","2"
"19","00000596","895-38.1×236  Pin","1"
"20","10000278","Outer arm 1","1"
"21","00000566","898-38.1×205.5  Pin","2"
"22","00000438","8813-38.1×44.45×31.75  Bearing","24"
"23","10000257","Spacer sleeve","2"
"24","10000254","Washer","10"
"25","00000787","Circlips 
JB/ZQ 4342-38","12"
"26","10000266","Inner arm 1","1"
"27","00000439","8813-38.1×44.45×50.8  Bearing","6"
"28","00000577","896-38.1×515  Pin","1"
