"Item","Part No.","Description","Qty."
"1","10000638","Cap","2"
"2","10000639","Bearing seat","2"
"3","00001884","Nut  GB/T 9459  M22×1.5","2"
"4","10000637","Washer","2"
"5","00001129","Bearing  30206","2"
"6","00001971","Bearing  33008","2"
"7","10000484","Spacer","2"
"8","00000838","Screw  GB/T 70.3  M8×25","4"
"9","00001259","Bolt  GB/T 5783  M14×30","4"
"10","00001258","Washer  GB/T 93  14","4"
"11","00001043","Washer  GB/T 97.1  14","4"
"12","10000679","Ladder (without circuit breaker bracket) (JCPT0808DC-CE, 
JCPT1008DC-CE, JCPT1012DC-CE, JCPT1008DC-ANSI, 
JCPT1012DC-ANSI)","1"
"","10000619","Ladder (without circuit breaker bracket) (JCPT1212DC-CE, 
JCPT1412DC-CE, JCPT1612DC-CE, JCPT1412DC-ANSI, 
JCPT1614DC-ANSI)","1"
"","10000681","Ladder (without circuit breaker bracket) 
(JCPT0808DC-ANSI)","1"
"","10000817","Ladder(without circuit breaker bracket)   
(JCPT1212DC-ANSI)","1"
"","10001805","Ladder (with circuit breaker bracket) (JCPT0808DC-CE, 
JCPT1008DC-CE, JCPT1012DC-CE)","1"
"","10001638","Ladder (with circuit breaker bracket) (JCPT1212DC-CE, 
JCPT1412DC-CE, JCPT1612DC-CE)","1"
"13","00002864","Bolt  QC/T 340  M6×16","1"
"14","10000487","Ground strap","1"
"15","00002885","Bolt  GB/T 16674  M12×100","8"
"16","10000640","Terminal pad","2"
"17","10000642","Spindle","2"
"18","00002576","Nut  GB/T 6183.1  M12","8"
"19","00002081","Seal  GB/T 13871.1 FB 50 70 8  Ⅲ","2"
"20","00001888","Cotter pin  GB/T 91  5×40","2"
