"№ п/п","Код материалов","Наименование и спецификация","Кол-во","Примечание"
"1","1040004599","Болт M8×60-8,8","4","JB/T5782"
"2","1040301510","Шайба 8","4","JB/T93"
"3","1040301515","Шайба 8-200HV","4","JB/T97.1"
"4","1010306736","Плывущий балансировочный 
клапан","1",""
"5","1140101475","Прямоугольный композитный 
штуцер M22×1,5","1",""
"6","1140111237","Прямой соединитель","1",""
"7","1140101465","Торцевой проходной соединитель 
G3/8/M22×1.5","1",""
