"№ п/п","Код материалов","Наименование и спецификация","Кол-во","Примечание"
"1","1140103283","Тройной композитный штуцер","1",""
"2","1140105928","Концевое  проходное  соединение 
φ22-G1/2A","2",""
"3","1010400309","Радиатор","1",""
"4","1040004517","Болт M8×16-8,8","4","JB/T5783"
"5","1040301515","Шайба 8-200HV","4","JB/T97.1"
