"№ п/п","Код материалов","Наименование и спецификация","Кол-во","Примечание"
"35","1040004520","Болт M8×30-8,8","2","JB/T5783"
"36","00771407120601160","Гнутая пластина V","1",""
"37","1040301515","Шайба 8-200HV","33","JB/T97.1"
"38","1040004519","Болт M8×25-8,8","16","JB/T5783"
