"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1140101737","right-angle combination coupling
M36×2","A","1","EW28LOMDCF"
"2","1140115745","plug","A","1","VSTI1ED"
"3","1010601364","oil suction/return filter","B","1","RKM MM 201 BE
10 F 2.0/-NRF125-
ND"
"4","1010500489","air filter","A","1","EFB480H150-W"
"5","1140104640","male stud connector","A","1","EGE28LREDCF"
"6","1040004038","bolt M14×30-10.9","A","2","GB/T5783-2000"
"7","1040301504","washer 14","A","2","GB/T93-1987"
"8","1040004518","bolt M8×20-8.8","A","18","GB/T5783-2000"
"9","1040301021","washer 14-300HV","A","2","GB/T97.1-2002"
"10","1040301510","washer 8","A","18","GB/T93-1987"
"11","1040301515","washer 8-200HV","A","18","GB/T97.1-2002"
"12","1140108476","connector","A","1","GE28LRED0MDCF"
"13","1140102812","male stud connector","A","1","GE18LREDOMDCF"
"14","1040303581","washer 10-300HV","A","3","GB/T96.1-2002"
"15","1040004033","bolt M10×25-10.9","A","3","GB/T5783-2000"
"16","02151605200610002","hydraulic tank","C","1",""
"17","1019901470","liquid level thermometer","A","1","FSA-127-1.0/T/10"
"18","1040301502","washer 10","A","3","GB/T93-1987"
"19","1149901683","male stud connector","A","1","GE42LREDOMDCF"
"20","1140103362","male stud connector G1/M36×2","A","1","GE28LREDOMDCF"
"21","1060300324","T-junction M36×2","A","1","EL28LOMDCF"
"22","1019900975","plug","A","1","VSTI1/4EDCF"
"23","1140101992","plug screw G1/2","A","1","VSTI1/2EDCF"
"24","1140113949","pipe end plug M18×1.5","A","1","VKAM12L"
"25","1140103548","butted reducer union","A","1","RED28/12LOMDA3
C"
"26","1140114041","hydraulic pipe connector M14×1.5-
G1/4","A","1","GE08LREDOMD"
"27","02151605200601010","cover plate Tp6","A","1",""
"28","00771405201601010","cover plate - rubber pad Tp4","A","1",""
"29","1140101859","male stud connector","A","1","GE35LREDOMDCF"
