"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1040007536","bolt M10×35-10.9","A","12","GB/T5783-2000"
"2","1040302489","washer 10-200HV","B","16","GB/T97.1-2002"
"3","1040101826","imperial screw 3/8-16UNC-2A×35-
10.9","A","8","3/8-16UNC-2A"
"4","1000000926","diesel oil engine 74kw/2200rpm","A","1","QSF3.8"
"5","1040004553","bolt M6×35-8.8","A","4","GB/T5783-2000"
"6","1040300771","washer 6-200HV","A","4","GB/T97.1-2002"
"7","1040301515","washer 8-200HV","A","2","GB/T97.1-2002"
"8","1040004519","bolt M8×25-8.8","A","2","GB/T5783-2000"
"9","02151607100201141","ECU mounting plate","A","1",""
"10","1040202854","nut M6-8","A","4","GB/T889.1-2000"
"11","1040202855","nut M8-8","A","2","GB/T889.1-2000"
"12","02151607100201120","bush II Φ24","A","1",""
"13","1040303580","washer 8-300HV","A","1","GB/T96.1-2002"
"14","1040007539","bolt M8×110-8.8","A","1","GB/T5782-2000"
"15","02151607100201130","bush I Φ24","B","1",""
"16","1040303581","washer 10-300HV","A","1","GB/T96.1-2002"
"17","1040006095","outer hex bolt M10×110-10.9","A","1","GB/T5782-2000"
"18","02151607100201061","bending plate IV Tp12","B","1",""
"19","1040104090","screw M10×30-10.9","A","4","GB/T70.2-2000"
"20","02154407100201081","bending plate II Tp12","A","1",""
"21","02151607100201082","belt cover Tp3","B","1",""
"22","1040301031","washer 12-300HV","B","2","GB/T96.1-2002"
"23","1040007390","bolt M12×140-10.9","B","2","GB/T5782-2000"
"24","02151607100201100","bush Φ24","A","2",""
"25","02151607100230000","engine tray","B","1",""
"26","1040202858","nut M16-10","A","4","GB/T889.1-2000"
"27","02151607100201070","base plate Tp4","A","8",""
"28","1009901073","engine shock absorber","A","8","MDS95-45(10-
04816)"
"29","1040301033","washer 20-300HV","B","8","GB/T97.1-2002"
"30","1040007518","bolt M20×60-10.9","A","8","GB/T5782-2000"
"31","1040301016","washer 16-300HV","A","4","GB/T97.1-2002"
"32","1040007196","bolt M16×120-10.9","B","4","GB/T5782-2000"
"33","1040004029","bolt M12×35-10.9","A","14","GB/T5783-2000"
"34","02154407100201071","bending plate I Tp12","A","1",""
"35","1040302490","washer 12-200HV","B","14","GB/T97.1-2002"
