"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"60","02151601100211191","upper hood body Tp4","A","1",""
"61","02151601100211240","rubber leather sheath Tp1","A","2",""
"62","02151601100211210","rubber rubber leather sheath Tp1","A","2",""
"63","1040004519","bolt M8×25-8.8","A","3","GB/T5783-2000"
"64","1040303580","washer 8-300HV","A","16","GB/T96.1-2002"
"65","1040004521","bolt M8×45-8.8","A","5","GB/T5783-2000"
"66","1040201089","nut M8-8","A","8","GB/T6170-2000"
"67","02151601100211220","Upper hood frame work","B","1",""
"68","02151601100211230","mesh plate Tp0.6","A","1",""
"69","02151601100211250","mesh plate II Tp0.6","A","1",""
