"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"36","02151607100601130","hose connector V O45×5","A","1",""
"37","02151607100601040","water outlet steel tube Ow45×1.5","A","1",""
"38","02151607100601071","hose connector I O51×5","A","1",""
"39","02151607100601032","intake steel tube II Ow57×1.5","A","1",""
"40","1990202290","spiral turbine rod clamp 70-92","A","3","SX12/W3/70-92"
"41","02151607100601101","intake hose II O75×5","A","1",""
"42","02151607100601120","hose connector IV O45×5","A","1",""
"43","02151607100601190","grommet III O45×15","A","1",""
"44","1040004644","bolt M12×45-10.9","A","4","GB/T5783-2000"
"45","1040303580","washer 8-300HV","A","6","GB/T96.1-2002"
"46","1040004519","bolt M8×25-8.8","A","11","GB/T5783-2000"
"47","1040202857","nut M12-10","A","4","GB/T889.1-2000"
"48","1040001631","bolt M6×20-A2-70","A","2","GB/T5783-2000"
"49","1040303579","washer 6-300HV","A","2","GB/T96.1-2002"
"50","1040202854","nut M6-8","A","2","GB/T889.1-2000"
