"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"170","1140101477","right-angle combination coupling
M18×1.5","A","2","EW12LOMDCF"
"171","1010310460","outrigger control valve","A","1","ED-06-03E-00M-
00I-G- S-12DC-
DTM-MP--PKP22"
"172","1040300771","washer 6-200HV","A","4","GB/T97.1-2002"
"173","1040301610","washer 6","A","4","GB/T93-1987"
"174","1040102372","hex socket cap screw M6×20-A2-70","A","4","GB/T70.1-2000"
"175","02151605300271011","control valve mounting bracket","A","1",""
"176","1140115402","long male stud connector","A","1","GE18LREDOMDCF
-L75"
"177","1140101527","male stud connector G1/2/M24×1.5","A","1","GE16SREDOMDCF"
"178","1140114041","hydraulic pipe connector M14×1.5-
G1/4","A","1","GE08LREDOMD"
"179","1140101462","male stud connector G3/8/M18×1.5","A","6","GE12LREDOMDCF"
