"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","02159900100201020","fork mounting axle Φ60*","A","1",""
"2","1040200504","nut M10-8","A","2","GB/T889.1-2000"
"3","1040301502","washer 10","A","2","GB/T93-1987"
"4","1040302489","washer 10-200HV","B","4","GB/T97.1-2002"
"5","02159900100201030","block Tp28*","B","2",""
"6","1040004658","bolt M10×110-8.8","A","2","GB/T5782-2000"
"7","1040400096","柳钉 3×9","B","4","GB/T12618-1990"
"8","02159800400201010","assesories nameplate","A","1",""
"9","02159900100210001","fork door frame","D","1",""
"10","02159900100220001","fork","B","2",""
