"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"142","1019902078","brake oilcan 250CC","A","1","RO15319"
"143","02151605300601030","snap gauge Tp3","A","1",""
"144","1040300514","washer 5-200HV","A","1","GB/T97.1-2002"
"145","1040104080","screw M5×12-8.8","A","1","GB/T70.1-2000"
"146","1990202279","Turbine rod clamp 12-20","A","2","SX9/W4/12-20"
"147","02151605300300041","制动油壶安装板焊接件 Tp3","A","1",""
"148","1040301502","washer 10","A","2","GB/T93-1987"
"149","1040103440","screw M10×20-10.9","A","2","GB/T70.1-2000"
"150","1040302489","washer 10-200HV","B","2","GB/T97.1-2002"
"151","02151605300301020","brake oilcan hose 08×4","B","1",""
"152","02151605300301010","brake oilcan hose 08×4","B","1",""
