"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"55","1140285347","胶管F372CACF151510-1550","A","1",""
"56","1140281259","胶管F372CACF151510-675","A","1",""
"57","1140284377","胶管FGC590CACF181510-1265","A","2",""
"58","1140281201","胶管FGC590CACA151810-1510","A","2",""
"59","1140284378","胶管FGC590CACF181510-1250","A","2",""
"60","1140259954","胶管F372C9C9202010-540","A","1",""
"61","1140285349","胶管FGC590CACA181810-430","A","2",""
"62","1140285348","胶管FGC590CACA181810-300","A","1",""
"63","1140285350","胶管FGC590CACA181810-400","A","2",""
"64","1140279463","胶管FGC590CACA151510-1330","A","1",""
"65","1140281264","胶管F481CACF080804-2230","A","1",""
"66","1140281206","胶管FGC590CACF151810-875","A","1",""
"67","1140236873","胶管F481CACA121206-450","A","1",""
"68","1140281207","胶管FGC590CACF151510-460","A","1",""
"69","1140281205","胶管FGC590CACF151810-865","A","1",""
"70","1140281194","胶管FGC590CACF151510-1955","A","2",""
"71","1140281269","胶管F481CACF121206-805","A","1",""
"72","1140281203","胶管FGC590C90C302516-1585","A","1",""
"73","1140281258","胶管F811CA19423224-565","A","1",""
"74","1140281263","胶管F481CACA282816-570","A","1",""
"75","1140254049","胶管F481CACA121206-1950","A","1",""
"76","1140281262","胶管F481CACE121208-595","A","1",""
"77","1140281261","胶管F481CACE121206-2645","A","1",""
"78","1140284375","胶管F811CACF352816-3300","A","1",""
