"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","02151603800400000","float cylinder","A","2",""
"2","02151603800001090","self-lubricating bearing O58×4×40","A","4",""
"3","02151603800001120","pin I φ50*","A","2",""
"4","00773400400001250","stop pin φ16×105*","E","4",""
"5","1040006550","bolt M16×40-10.9","A","4","GB/T5783-2000"
"7","00773702800001220","lubrication-free bearing O58×4×60","A","2",""
"8","1080000006","oil cup M8×1","A","4","JB/T7940.1-1995"
"9","02151603800001130","pin II Φ50*","A","2",""
"10","02151603800200000","support welds","B","2",""
"11","02151603800001101","plate Tp16","A","2",""
"12","1040201484","nut M20-10","A","8","GB/T6170-2000"
"13","1040301033","washer 20-300HV","B","16","GB/T97.1-2002"
"14","1040007519","bolt M20×220-10.9","A","8","GB/T5782-2000"
