"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"96","1140101477","right-angle combination coupling
M18×1.5","A","2","EW12LOMDCF"
"97","1140101463","male stud connector G1/2/M18×1.5","A","3","GE12LR1/2EDOMD
CF"
"98","1140108020","connector","A","1","EW18L0MDCF"
"99","1140102812","male stud connector","A","1","GE18LREDOMDCF"
"100","1010307448","fan driving valve block","A","1","PKP20036"
"101","1040300771","washer 6-200HV","A","3","GB/T97.1-2002"
"102","1040301610","washer 6","A","3","GB/T93-1987"
"103","1040102598","screw M6×16-A2-70","B","3","GB/T70.1-2000"
"104","1040103440","screw M10×20-10.9","A","4","GB/T70.1-2000"
"105","1040301502","washer 10","A","4","GB/T93-1987"
"106","1040302489","washer 10-200HV","B","4","GB/T97.1-2002"
"107","02151605300281011","cooling control valve mounting plate
Tp4","A","1",""
