"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1040007502","bolt M10×16-10.9","A","3","GB/T5783-2000"
"2","1040302489","washer 10-200HV","B","3","GB/T97.1-2002"
"3","1040202855","nut M8-8","A","19","GB/T889.1-2000"
"4","1040004619","bolt M8×35-8.8","A","4","GB/T5783-2000"
"5","1040301031","washer 12-300HV","B","12","GB/T96.1-2002"
"6","1040004653","bolt M12×30-10.9","A","4","GB/T5783-2000"
"7","1040301515","washer 8-200HV","A","25","GB/T97.1-2002"
"8","1040004520","bolt M8×30-8.8","A","15","GB/T5783-2000"
"9","1990202279","Turbine rod clamp 12-20","A","4","SX9/W4/12-20"
"10","02151607100601230","steam hose II O8×4","A","1",""
"11","1000300735","expansion tank 4L","A","1","1311-01690"
"12","02151607100601220","steam hose I O8×4","A","1",""
"13","02151607100601390","support plate assembly","C","1",""
"14","02151607100601240","grommet IV O110×20","A","1",""
"15","02151607100601180","grommet II O65×15","A","1",""
"16","02151607100601170","grommet I O75×15","A","1",""
"17","02151607100601210","clamp Tp2","A","1",""
"18","02151607100601140","intake hose I O64×5","B","1",""
"19","02151607100601020","intake steel tube  Ow65×1.5","A","1",""
"20","1990202282","Turbine rod clamp 25-40","A","2","SX9/W4/25-40"
"21","02151607100601200","water supply pipe O25×5","A","1",""
"22","1990202289","spiral turbine rod clamp 57-79","A","4","SX12/W3/57-79"
"23","02151607100601150","intake hose II O65×5","A","1",""
"24","1000301157","radiator assembly","B","1","BR93562ZC"
"25","02151607100601252","pressing plate I Tp4","A","1",""
"26","02151607100601410","pressing plate IV Tp4","A","2",""
"27","02151607100601264","wind screen T6","A","1",""
"28","02151607100601303","pressing plate II Tp4","A","1",""
"29","02151607100601270","sponge bar T25","A","1",""
"30","02151607100601312","pressing plate III Tp4","A","1",""
"31","1990202288","spiral turbine rod clamp 45-67","A","9","SX12/W3/45-67"
"32","02151607100601080","hose connector O51×5","A","1",""
"33","02151607100601050","return steel pipe Ow51×1.5","A","1",""
"34","02151607100601111","hose connector III O67×5","A","1",""
"35","1000301156","fan assembly","A","1","WFCN21F00499"
