"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"32","1149901795","male stud connector","A","2","GE15L11/16UNOM
DCF"
"33","1140115078","male stud connector","A","5","GE18L11/16UNOM
DCF"
"34","1149902023","long male stud connector","A","1","GE15L11/16UNOM
DCF-L6 5"
"35","1140114942","45° built-up joint","A","5","EV18LOMDCF"
"36","1140101478","right-angle combination coupling
M22×1.5","A","4","EW15LOMDCF"
"37","1140101737","right-angle combination coupling
M36×2","A","1","EW28LOMDCF"
"38","1140105902","T-junction φ25-φ25","A","1","EL25SOMDCF"
"39","1019901223","Taper hole plug","A","1","VKAM12SCF"
"40","1140105931","reducer union φ25-φ20","A","1","RED25/20SOMDCF"
"41","1140102136","T-junction","A","1","ET25SOMDA3C"
"42","1140114431","butted reducer union M36×2/M20×
1.5","A","1","RED25/12SOMDCF"
"43","1140113949","pipe end plug M18×1.5","A","2","VKAM12L"
"44","1149800857","Taper hole plug","A","1","VKAM28LCF"
"45","1140101475","right-angle combination coupling
M14×1.5","A","2","EW08LOMDCF"
"46","1140101435","butted reducer union M18×1.5/M14×
1.5","A","2","RED12/08LOMDCF"
"47","1060300324","T-junction M36×2","A","1","EL28LOMDCF"
"48","1149901542","male stud connector","A","1","GE25S11/16UNOM
DCF"
"49","1140112826","male stud connector","A","1","GE28L15/16UNFO
MDCF"
"50","1019902612","damp male stud connector","A","1","GE12L9/16UNFOM
DCF-0. 6mm"
"51","1010307437","multiport valve","B","1","RS14
4EL#Zoomlion
R908408956"
"52","1140103416","male stud connector","A","1","GE10S9/16UNFOM
DCF"
"53","1019902385","long straight joint","A","1","GE12L3/4UNFOMD
CF-L75"
