"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","02151607101001140","rainproof cap <o>76","B","1",""
"2","02151607101001092","exhaust pipe II Ow76×2","A","1",""
"3","02151607101001200","seal spacer I Tp1.2","A","1",""
"4","1040201865","nut M6-8","A","4","GB/T6170-2000"
"5","1040300771","washer 6-200HV","A","8","GB/T97.1-2002"
"6","1040002555","bolt M6×16-A2-70","A","4","GB/T5783-2000"
"7","02151607101001082","silencer","B","1",""
"8","1040301515","washer 8-200HV","A","8","GB/T97.1-2002"
"9","1040004619","bolt M8×35-8.8","A","8","GB/T5783-2000"
"10","02151607101001100","seal spacer Tp1.2","A","1",""
"11","02151607101001021","exhaust pipe I Ow60×2","C","1",""
"12","1040004520","bolt M8×30-8.8","A","4","GB/T5783-2000"
"13","1040303580","washer 8-300HV","A","8","GB/T96.1-2002"
"14","1040200398","nut M8-8","A","12","GB/T6177.1-2000"
"15","1040303581","washer 10-300HV","A","4","GB/T96.1-2002"
"16","1040004033","bolt M10×25-10.9","A","4","GB/T5783-2000"
"17","02151607101011151","silencer support plate","A","1",""
"18","02151607101001011","adjustable pad Tp1","A","6",""
"19","02151607111001190","cover plate Tp2","A","1",""
