"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"188","1140103421","male stud connector","A","1","GE12L7/8UNFOMD
CF"
"189","1040302490","washer 12-200HV","B","4","GB/T97.1-2002"
"190","1040301503","washer 12","A","4","GB/T93-1987"
"191","1040004029","bolt M12×35-10.9","A","4","GB/T5783-2000"
"192","1010002359","implement pump 63CC","A","1","A10VO63DRS/53R-
VSD12 N00"
"193","1140102959","right-angle connector","A","1","EL08LOMDCF"
"194","1040301502","washer 10","A","4","GB/T93-1987"
"195","1040103313","screw M10×70-10.9","A","4","GB/T70.1-2000"
"196","1019902649","Non return valve","A","1","RHV30SREDOMD-
0.3bar"
"197","1010310185","flange block","A","1","ST6072-A000"
"198","1140109714","pressure testing joint","A","1","EMA3/1/4EDCF"
"199","1140101906","high pressure articulating joint","A","1","WH20SROMDCF"
"200","1140114044","hydraulic pipe connector M14×1.5-
7/16-20UNF","A","1","GE08L7/16UNFOM
D"
"201","02151605300230021","flange assembly","A","1",""
