"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"31","02151605300401051","clamp φ38 Tp40","A","1",""
"32","02151605300401061","clamp φ45 Tp40","A","1",""
"33","1140114451","45° built-up joint","A","1","EV10LOMD"
"34","1140101793","T-junction M16×1.5","A","1","ET10LOMDCF"
"35","1140101516","tube to tube M16×1.5","A","3","SV10LOMDCF"
"36","1140103412","tube to tube","A","1","SV08LOMDCF"
"37","1140101477","right-angle combination coupling
M18×1.5","A","4","EW12LOMDCF"
"38","1140115181","fast changing connector G1/2","A","1","6603-8-10"
"39","1140101822","male stud connector","A","2","EGE15LREDCF"
"40","1140115182","fast changing connector G1/2","A","1","6605-8-10"
"41","1140101438","tube to tube M22×1.5","A","2","SV15LOMDCF"
"42","1011200285","long male stud connector M45X2/G1","A","1","GE35LR1EDOMDC
F-L120"
"43","1140115699","long separate plate connector","A","2","SV15LOMDCF-L72"
"44","1140115700","long separate plate connector","A","2","SV15LOMDCF-L98"
"45","02151605300420002","hydraulic hose pack","A","1",""
