"No.","Material No.","Item and Spec","Qty","Note"
"1","204060296","Great Wall vehicle gear oil","1",""
"2","1040006365","Bolt M24×200-10.9","40","GB/T1228-1991"
"3","1040301521","Washer 24","80","GB/T1230-1991"
"4","1040006345","Bolt M24×170-10.9","40","GB/T1228-1991"
"5","1030202553","Rotary reducer","2",""
"6","1010101004","Rotary motor","2",""
"7","1040301503","Washer 12","4","GB/T93-1987"
"8","1040004029","Bolt M12×35-10.9","4","GB/T5783-2000"
"9","1040102043","Screw M12×45-10.9-DKL","48","GB/T70.1-2008"
"10","1040302490","Washer 12-200HV","48","GB/T97.1-2002"
"11","1040002517","Bolt M20×70-10.9","20","GB/T5782-2000"
"12","1040302502","Washer 20","20","GB/T1230-1991"
"13","1040201882","Nut M16","2","GB/T6172-2000"
"14","1040000577","Bolt M16×60-10.9","2","GB/T5783-2000"
"15","00772700900001010","Reducer mounting plate Tp30*","1",""
"16","1031500422","Rotary bearing","1",""
