"No.","Material No.","Item and Spec","Qty","Note"
"1","1140101478","Tube to swivel","1","EW15LOMDCF"
"2","1140101464","Male stud connector","1","GE15LREDOMDCF"
"3","1140111237","Male stud connector","1","GE08LREDOMDCF"
"4","1040100789","Screw","4","M8×90-10.9"
"5","1040301510","Washer","4","8"
"6","1010307654","Lifting cylinder 
balance valve","1","ST5511-AB00"
"7","1140101479","Tube to swivel","1","EW18LOMDCF"
"8","1140101475","Tube to swivel","1","EW08LOMDCF"
"9","1140102812","Male stud connector","1","GE18LREDOMDCF"
"10","1140103265","Hexagon socket plug","1","VSTI1/4EDCF"
