"No.","Material No.","Item and Spec","Qty","Note"
"1","1140101489","Male stud connector","3","EL15LOMDCF"
"2","1140101464","Male stud connector","5","GE15LREDOMDCF"
"3","1140101523","Male stud connector","8","GE20SREDOMDCF"
"4","1011200199","Contre revolving joint","1","ZHZY51"
"5","1140111237","Male stud connector","1","GE08LREDOMDCF"
"6","1040302490","Washer12-200HV","4","GB/T97.1-2002"
"7","1040300054","Washer12","4","GB/T93-1987"
"8","1040004644","BoltM12×45-10.9","4","GB/T5783-2000"
"9","1140101463","Male stud connector","2","GE12LR1/2EDOMDCF"
"10","1140111291","T-junction connector","1","EL12LOMDCF"
"11","1140101809","Reducer union","2","RED15/12LOMDCF"
"12","1060300302","Reducer union","1","RED15/08LOMDCF"
