"No.","Material No.","Item and Spec","Qty","Note"
"1","1140101534","Tube to swivel","1","EW20SOMDCF"
"2","1140107801","Connector","1","EV08LOMDCF"
"3","1140101528","Male stud connector","1","GE20SR1EDOMDCF"
"4","1140101462","Male stud connector","1","GE12LREDOMDCF"
"5","1010307493","Main valve","4","ST5456-AB00"
"6","1140101463","Male stud connector","1","GE12LR1/2EDOMDCF"
"7","1140103362","Male stud connector","1","GE28LREDOMDCF"
"8","1040302489","Washer","4","10-200HV"
"9","1040301502","Washer","1","10"
"10","1040002434","Bolt","4","M10×25-8.8"
"11","1140101479","Tube to swivel","2","EW18LOMDCF"
"12","1140111237","Male stud connector","4","GE08LREDOMDCF"
"13","1140101464","Male stud connector","3","GE15LREDOMDCF"
"14","1060300279","Male stud connector","4","GE08LR1/2EDOMDCF"
"15","1140102812","Male stud connector","4","GE18LREDOMDCF"
"16","1140101475","Tube to swivel","1","EW08LOMDCF"
