"No.","Material No.","Item and Spec","Qty","Note"
"36","00773400400001130","Bearing O63×4+40","8",""
"37","00772700200001210","Copper backing Tp2","10",""
"38","00772700202000000","Linkage IV","1",""
"39","00772700201400000","Linkage III","1",""
"40","1040002447","Bolt M16×45 -8.8","2","GB/T5783-2000"
"41","00773400400001250","Stop pin φ16×105*","2",""
"42","00773400400001040","Axle A21Φ55*","1",""
"43","1040002439","Bolt M12×40 -8.8","3","GB/T5783-2000"
"44","00773400200001070","Stop pin φ12×100*","3",""
"45","00772700200001040","Pin IVΦ55*","1",""
"46","00772700200001060","Pin VIΦ45*","2",""
"47","00772700200001160","Spacer bush IVOw53×3*","1",""
"48","00772700200800000","Jib lifting cylinder","1",""
"49","00772700200001050","Pin VΦ45*","1",""
"50","00772700200001150","Spacer bush IIIOw53×3*","1",""
"51","00773700400001140","Bearing O53×4×30","6",""
"52","00773700200001050","Pin φ35*","2",""
"53","00772700200001130","Spacer bush IOw43×3*","2",""
"54","00772700200001090","Bearing O43×4×17*","2",""
"55","00772700200001140","Spacer bush IIOw43×3*","1",""
"56","00772700200001030","Pin IIIΦ35*","1",""
"57","00772700200001100","Card board ITp7","2",""
"58","1040103076","Screw M8×16 -8.8","4","GB/T70.3-2008"
"59","00772700201600000","Linkage I","1",""
"60","00772700200001120","Bumper block T70*","1",""
"61","1040103114","Screw M8×45 -8.8","2","GB/T70.1-2000"
"62","00772700201000000","Platform leveling cylinder","1",""
"63","00772700200001070","Cylinder slider IT24","1",""
"64","1040101493","Screw M10×55 -8.8","4","GB/T70.1-2000"
"65","00772700200001080","Cylinder slider IIT24","1",""
"66","1040200504","Nut M10-8","4","GB/T889.1-2000"
"67","00772500201200000","Jib telescopic cylinder","1",""
"68","00771400211200000","Adjustable pipe clip welds","1",""
"69","00772700200001200","Protective cover IIITp1.5","1",""
"70","1089900652","Sealing strip","1",""
"71","00773400300001121","Adjustable gasket （1mm）
Tp1","2",""
