"No.","Material No.","Item and Spec","Qty","Note"
"33","/","Lifting main chamber","/",""
"34","/","Lifting small chamber","/",""
"35","/","Boom-down cylinder valve 1","/",""
"36","/","Fuel level","/",""
"37","00772706200241000","Chain cable plug","0",""
"38","00772506200230040","Boom electrical cables","0",""
