"Item","Part Number","Description","Qty.","Remark"
"30","00000518","Strainer, Suction","1",""
"31","00001264","Fitting, Straight","1",""
"32","50005455","Hose Assembly","1",""
"33","00001507","Fitting, Straight","2",""
"34","50005452","Hose Assembly","1",""
"35","00002069","Fitting, Straight","2",""
"36","50005178","Hose Assembly","1",""
"37","50005179","Hose Assembly","1",""
"38","50005453","Hose Assembly","1",""
"39","00002945","Fitting, Straight","1",""
"40","00000516","Filter, Return Oil","1",""
"--","00003660","Strainer","1",""
"--","00003661","Seal Kit for 00000516 Filter","1",""
"41","00002070","Fitting, Straight","1",""
"42","50005170","Steel Tube","1",""
