"Item","Part Number","Description","Qty.","Remark"
"1","00000683","Bolt  GB/T 5783  M10 × 30","12",""
"2","00000679","Spring Washer  GB/T 93  10","16",""
"3","00000615","Flat Washer  GB/T 97.1  10","16",""
"4","50000445","Shim","1",""
"5","50000078","Shim","1",""
"6","50000447","Sliding Block","2",""
"7","50000480","Insert","16",""
"8","50000047","Shim","1",""
"9","50000403","Sliding Block","4",""
"10","50000401","Shim","3",""
"11","50000079","Shim","1",""
"12","00000684","Bolt  GB/T 5783  M10 × 35","4",""
"13","50000046","Shim","1",""
