"Item","Part Number","Description","Qty.","Remark"
"1","90015911","Gauge, Sight","1",""
"2","50005170","Hose, Return Oil","1",""
"3","00000516","Filter, Return Oil","1",""
"--","00003660","Strainer","1",""
"--","00003661","Seal Kit for 00000516 Filter","1",""
"4","00000817","Screw  GB/T 70  M5 × 20","4",""
"5","50000181","Strainer, Suction","1",""
"6","00000818","Bolt  GB/T 5783  M6 × 16","14",""
"7","00000621","Spring Washer  GB/T 93  6","14",""
"8","00000620","Flat Washer  GB/T 97.1  6","14",""
"9","00001246","Screw  GB/T 70  M5 × 16","4",""
"10","00000520","Breather/Fill Cap","1",""
"--","00003657","Cap","1",""
"--","00003658","Strainer","1",""
"--","00003659","Seal Kit for 00000520 Filter","1",""
"11","50000167","Gasket","1",""
"12","00000518","Strainer, Suction","1",""
"13","00000519","Strainer, Suction","1",""
"14","00001076","Plug VSTI20×1.5ED","1",""
"15","00001114","Plug VSTI1/2ED","2",""
