"Item","Part Number","Description","Qty.","Remark"
"1","00001054","Screw  GB/T 70  M4 × 12","4",""
"2","00000779","Spring Washer  GB/T 93  4","4",""
"3","00000778","Flat Washer  GB/T 97.1  4","4",""
"4","50005368","Bracket, Switch","1",""
"5","00000748","Switch, Limit","1",""
"6","90029354","Screw    M16×75","36",""
"7","90029084","Slewing Ring","1",""
"8","00008701","Nut M12","6",""
"9","90029028","Gearmotor","1",""
"10","00006253","Motor Controller","1",""
"11","00002934","Screw  GB/T 70  M6 × 35","4",""
"12","00000621","Spring Washer  GB/T 93  6","4",""
"13","00000620","Flat Washer  GB/T 97.1  6","4",""
"14","00002453","Bolt  GB/T 5783  M12 × 60","6",""
"15","00001100","Flat Washer 12 JB/ZQ 4080-2006","8",""
"16","00001856","Bolt  GB/T 5783  M12 × 50","2",""
