"Item","Part Number","Description","Qty.","Remark"
"1","50005560","Cage, Connection","1",""
"2","00000750","Switch, Limit","1",""
"3","00000742","Nut  GB/T 889.1  M6","2",""
"4","00000620","Flat Washer  GB/T 97.1  6","8",""
"5","50000294","Bracket, Switch","1",""
"6","00000774","Screw  GB/T 70  M6 × 20","4",""
"7","00000621","Spring Washer  GB/T 93  6","4",""
"8","00000775","Bolt  GB/T 5783  M6 × 30","2",""
"9","50005711","Crank Arm 1","1","BA20ERT"
"","50005538","Crank Arm 1","1","BA22ERT"
"10","00000428","8813-506060 Sleeve Bearing","4",""
"11","00005739","895-50548 Pin, Pivot","1",""
"12","00000222","8902-16095 Pin, Lock","2",""
"13","00000997","Flat Washer  GB/T 97.1  16","2",""
"14","00001035","Spring Washer  GB/T 93  16","2",""
"15","00002339","Bolt  GB/T 5783  M16 × 55","2",""
"16","00000140","895-50520 Pin, Pivot","1",""
"17","00001231","Screw  GB/T 818  M6 × 14 - H","10",""
"18","50000297","Cover","1",""
"19","50000296","Cover","1",""
