"Item","Part Number","Description","Qty.","Remark"
"1","50005361","Panel","1",""
"2","00003162","Indicator, red","1",""
"3","00006135","Switch, Toggle","7",""
"4","00006154","Push button, red","1",""
"5","00006137","Push button, red","1",""
"6","00001245","NC Contact","1",""
"7","00000752","Base With 1 NC Contact","1",""
"8","00000754","Red Mushroom Head","1",""
"9","00002346","Base With 1 NO Contact","1",""
"10","00002566","Select switch head","1",""
"11","00002914","Display","1",""
"12","00006139","Push button, yellow","1",""
"13","00006133","Key switch","1",""
