"No.","Material No.","Item and Spec","Qty","Remark"
"1","1149901795","Male stud connector","1","GE15L11/16UNOMDCF"
"2","1140101478","Tube to swivel","1","EW15LOMDCF"
"3","1140113353","Male stud connector","1","GE12L3/4UNFOMDCF"
"4","1149902023","Long male stud connector","1","GE15L11/16UNOMDCF-L65"
"5","1140108034","Adjustable connector","1","WEE08L9/16UNFOMDCF"
"6","1040302490","Washer","2","12-200HV"
"7","1040000575","Bolt","2","M12×35-10.9"
"8","1010100630","Travelling motor","1","K-C-45DN-E-RNF-F55-S-N-
N-AF-F18-NNN-NNN"
"9","11140108149","Male stud connector","1","GE08L9/16UNFOMDCF"
"10","1140101475","Tube to swivel","1","EW08LOMDCF"
