"No.","Material No.","Item and Spec","Qty","Remark"
"42","00772101100001090","Seal plate Tp2","1",""
"43","00771901100001350","Seal plate Tp2","1",""
"44","00772101100001190","Seal plate Tp2","1",""
"45","00772101100001010","Seal plate","1",""
"46","1020605390","Gas spring F=1200N","2",""
"47","00772101101600000","Hood mounting bracket 
(Rear-right)","1",""
"48","00771901100001340","Seal plate","1",""
"49","00772101101201030","Round steel Φ10","1",""
"50","00772101101201010","Lock seat plate Tp6","1",""
"51","1040004518","Bolt M8×20-8.8","4","GB/T5783-2000"
"52","00771601103200000","Hood adjustable plate 
(front-right)","3",""
"53","00772101100001230","Mounting plate Tp8","1",""
"54","1040301515","Washer 8-200HV","17","GB/T97.1-2002"
"55","00772101100001020","Mounting plate Tp5","1",""
"56","00772101102001010","Door plate Tp3","1",""
"57","1109800044","Tongue-type 
lockYKGS282SS","1",""
"58","1040103122","Screw M8×16-4.8","5","GB/T818-2000"
"59","1101000152","Hinge CCM-Z165","1",""
"60","00772101100200000","Hood weld (front-right)","1",""
"61","00771901105000000","Hood weld (rear-right)","1",""
"62","1109900766","Battery door lock 50076-
C38K","1",""
"63","00771101100001020","Key cylinder mounting 
plate","1",""
