"No.","Material No.","Item and Spec","Qty","Remark"
"1","1040101980","Screw 
  M16×50-10.9-DKL","72","GB/T70.1-2000"
"2","00771602802000000","Steering frame weld","4",""
"3","1040000575","Bolt 
  M12×35-10.9","8","GB/T5783-2000"
"4","1040302490","Washer 
  12-200HV","8","GB/T97.1-2002"
"5","1010100907","Travelling motor","4",""
"6","1030202306","Travelling reducer","4",""
"7","1030800680","Tire","2",""
"","1030800681","Tire","2",""
"8","1040201907","Hexagon flange nut M22×1.5-10","40","GB/T6177.2-2016"
