"No.","Material No.","Item and Spec","Qty","Remark"
"31","1040300735","Washer 6-200HV","9","GB/T96.1-2002"
"32","771600800001200","Sealing plate connecting plate VTp5","1",""
"33","1040100714","Screw M12×130-8.8","1","GB/T70.1-2000"
"34","771600800001190","Sealing plate connecting plate IVTp5","1",""
"35","771400800001010","Turntable stop pin Φ35*","1",""
"36","771600800001180","Sealing plate connecting plate IIITp5","5",""
"37","1040301515","Washer 8-200HV","8","GB/T97.1-2002"
"38","1040004518","Bolt M8×20-8.8","1","GB/T5783-2000"
"39","771400800001110","Adjustable gasket Tp1","10",""
"40","771400800001100","Block T28*","1",""
"41","1040004508","Bolt M10×45-8.8","2","GB/T5783-2000"
"42","771400801800000","Plug pin assembly","1",""
"43","771600800001050","Auxiliary motor pump mounting bracket Tp5","1",""
"44","1040004516","Bolt M8×15-8.8","4","GB/T5783-2000"
"45","1040001640","Bolt M6×25-A2-70","2","GB/T5783-2000"
"46","771100800001120","Electrical switch bracket","1",""
"47","1040300771","Washer 6-200HV","2","GB/T97.1-2002"
"48","1040201896","Nut M6-8","2","GB/T889.1-2015"
"49","771900800001100","Battery breakwater Tp3","1",""
