"No.","Material No.","Item and Spec","Qty","Remark"
"1","1140101477","Tube to swivel","3","EW12LOMDCF"
"2","1140101463","Male stud connector","2","GE12LR1/2EDOMDCF"
"3","1010601138","High pressure filter","1","MFMON55OB 5A4.0/-B7"
"4","1040301515","Washer8-200HV","8","GB/T97.1-2002"
"5","1040301510","Washer8","8","GB/T93-1987"
"6","1040004516","BoltM8×15-8.8","4","GB/T5783-2000"
"7","1040004518","BoltM8×20-8.8","4","GB/T5783-2000"
"8","1010306666","Platform control valve","1","R930074149"
"9","1140101464","Male stud connector","1","GE15LREDOMDCF"
"10","1140101462","Male stud connector","1","GE12LREDOMDCF"
"11","1140108469","Male stud connector","4","GE08LR3/8EDOMDCF"
"12","1140114646","Long male stud 
connector","4","GE08LR3/8EDOMDCF-L60"
"13","1140101478","Tube to swivel","1","EW15LOMDCF"
"14","1140101475","Tube to swivel","7","EW08LOMDCF"
