"No.","Material No.","Item and Spec","Qty","Remark"
"1","00772106200230100","Turntable Electric Cables","1",""
"2","/","Reverse valve (right side)","/",""
"3","/","Forward valve (right side)","/",""
"4","/","Reverse valve (left side)","/",""
"5","/","Forward valve (left side)","/",""
"6","/","Coolant level","/",""
"7","/","Air filter blockage","/",""
"8","1020305006","Preheating DC contactor","1",""
"9","/","Charging indicator","/",""
