"No.","Material No.","Item and Spec","Qty","Remark"
"1","1140101478","Tube to swivel","2","EW15LOMDCF"
"2","1140114361","Long male stud 
connector","1","GE15LREDOMDCF-L70"
"3","1040201089","Nut M8-8","2","GB/T6170-2000"
"4","1040301515","Washer8-200HV","6","GB/T97.1-2002"
"5","1040301510","Washer8","4","GB/T93-1987"
"6","1040004519","BoltM8×25-8.8","4","GB/T5783-2000"
"7","1010306665","Main valve","1","R930073949"
"8","1140103362","Male stud connector","1","GE28LREDOMDCF"
"9","1060300324","Tube to swivel","1","EL28LOMDCF"
"10","1140107803","Tube to swivel","1","EV28LOMDCF"
"11","1140114591","Reducer union","1","RED28/15LOMDCF"
"12","1140101475","Tube to swivel","1","EW08LOMDCF"
"13","1140111237","Male stud connector","1","GE08LREDOMDCF"
"14","1140101464","Male stud connector","3","GE15LREDOMDCF"
"15","1140114187","Test point","1","SD-M16×2-F-G1/4"""
"16","1140101523","Male stud connector","1","GE20SREDOMDCF"
"17","1140101711","Tube to swivel","1","EL20SOMDCF"
"18","1140103359","Reducer union","1","RED20/08SOMDCF"
"19","1140102812","Male stud connector","1","GE18LREDOMDCF"
"20","1140102812","Male stud connector","1","GE18LREDOMDCF"
"21","1140101629","Thread plug","3","VSTI3/8EDCF"
"22","1140101941","Male stud connector","1","GE10LR3/8EDOMDCF"
"23","1140101462","Male stud connector","1","GE12LREDOMDCF"
"24","1140108469","Male stud connector","3","GE08LR3/8EDOMDCF"
