"No.","Material No.","Item and Spec","Qty","Remark"
"1","772100800200000","Turntable weld","1",""
"2","771900800001010","Pin Iφ90*","1",""
"3","773400400001170","Stop pin φ20×120*","2",""
"4","1040004499","Bolt M20×45-8.8","2","GB/T5783-2000"
"5","771900800001080","Gasket Tp3","2",""
"6","771900800001050","Lubrication-free bearing O100×5","4",""
"7","771900800001060","Spacer bushIOw98×3*","1",""
"8","771900800600000","Lifting cylinder","1",""
"9","771900800001020","Pin IIφ90*","1",""
"10","1040004507","Bolt M10×40-8.8","2","GB/T5783-2000"
"11","1040302512","Washer 10-200HV","2","GB/T96.1-2002"
"12","771400800001140","Bending plate Tp10","1",""
"13","1040301505","Washer 16","7","GB/T93-1987"
"14","1040002445","Bolt M16×35-8.8","1","GB/T5783-2000"
"15","1040302513","Washer 16-200HV","1","GB/T96.1-2002"
"16","1040201875","Nut M10-8","4","GB/T889.1-2000"
"17","1040002434","Bolt M10×25-8.8","5","GB/T5783-2000"
"18","773400300001200","Stop pin φ10×80","1",""
"19","771400800001030","Pin φ32*","1",""
"20","771400800001020","Self-lubricating bearing O40×4×40","2",""
"21","773400800001150","Friction plate T6*","1",""
"22","771900800001070","Spacer bushIIOw98×3*","1",""
"23","1040200504","Nut M10-8","4","GB/T889.1-2000"
"24","771600800001250","Pull rod IIφ14","2",""
"25","771900800001030","Battery mounting plate Tp8","1",""
"26","771600800001090","Pressing plate ITp5","1",""
"27","1040302490","Washer 12-200HV","13","GB/T97.1-2002"
"28","1040301503","Washer 12","4","GB/T93-1987"
"29","1040002439","Bolt M12×40-8.8","7","GB/T5783-2000"
"30","1040002738","Bolt M6×12-A2-70","9","GB/T5783-2000"
