"No.","Material No.","Item and Spec","Qty","Remark"
"1","772100200001110","Pressing tube plate T20","1",""
"2","1040301515","Washer 8-200HV","5","GB/T97.1-2002"
"3","1040004520","Bolt M8×30-8.8","3","GB/T5783-2000"
"4","772100200400000","Lower linkage","1",""
"5","771100210001040","Lubrication-free bearing IO40×4×25","6",""
"6","773400200001070","Stop pin φ12×100*","5",""
"7","1040004511","Bolt M12×30-8.8","5","GB/T5783-2000"
"8","771400800001020","Self-lubricating bearing O40×4×40","2",""
"9","1010201588","Rotary actuator","1",""
"10","772100200001080","Stroke switch mounting block IITp32*","1",""
"11","1020520944","Limit switch","2",""
"12","772100200001090","Switch protective cover Tp1.5","1",""
"13","772100200001070","Stroke switch mounting block ITp23*","1",""
"14","1040102598","Screw M6×16-A2-70","3",""
"15","1040300735","Washer 6-200HV","5","GB/T96.1-2002"
"16","1040102372","Hexagon socket head cap screws 
M6×20-A2-70","2","GB/T70.1-2000"
"17","772100200001060","Angle limit block Tp20","1",""
"18","1040004519","Bolt M8×25-8.8","1","GB/T5783-2000"
"19","1040101980","Screw M16×50-10.9-DKL","9","GB/T70.1-2000"
"20","1040302492","Washer 16-200HV","9","GB/T97.1-2002"
"21","772100200001050","Spacer bush IIOw40×3*","1",""
"22","772100200001020","Pin II32×205*","1",""
"23","772100200001030","Pin III45*","1",""
"24","772100200001100","Sensor protective cover Tp1.5","1",""
"25","1040103111","Screw M8×16-8.8","1","GB/T70.1-2000"
"26","772100200200000","Upper linkage","1",""
"27","772100200800000","Jib lifting cylinder","1",""
"28","1010201589","Rotary actuatorDKX-B440-190-H560","1",""
"29","772100200001010","Pin I32×250*","3",""
"30","772100200001040","Spacer bush IOw40×3*","1",""
"31","1040302493","Washer 20-200HV","9","GB/T97.1-2002"
"32","1040102138","Screw M20×35-10.9-DKL","9",""
"33","1040103222","Screw M36×60-8.8","1",""
"34","1040301514","Washer 36-200HV","1","GB/T97.1-2002"
"35","772100200001120","Adjustable gasket Tp1","4",""
"36","772100200600000","Support","1",""
"37","773400300001050","Bearing O53×4+40","2",""
"38","1021404015","Angle sensor","1",""
