"Item","Part Number","Description","Qty.","Remark"
"1","00000619","Bolt  GB/T 5783  M6 × 25","8",""
"2","00000620","Flat Washer  GB/T 97.1  6","8",""
"3","50000364","Plate, Weldment","2",""
"4","00000742","Nut  GB/T 889.1  M6","8",""
"5","00002583","Flat Washer  GB/T 96.1  6","8",""
"6","50000367","Clamp","4",""
"7","50000368","Plate","2",""
"8","00000744","Screw  GB/T 70  M8 × 40","2",""
"9","00000609","Spring Washer  GB/T 93  8","2",""
"10","00000608","Flat Washer  GB/T 97.1  8","2",""
"11","50008919","Support","1","BA22CRT"
"","50008043","Support","1","BA20CRT"
"","50008341","Support","1","BA18CRT"
"","50008374","Support","1","BA16CRT"
"12","00000684","Bolt  GB/T 5783  M10 × 35","4",""
"13","00000679","Spring Washer  GB/T 93  10","12","BA22CRT"
"","00000679","Spring Washer  GB/T 93  10","10","BA20CRT 
BA18CRT"
"","00000679","Spring Washer  GB/T 93  10","8","BA16CRT"
"14","00000615","Flat Washer  GB/T 97.1  10","16","BA22CRT"
"","00000615","Flat Washer  GB/T 97.1  10","14","BA20CRT 
BA18CRT"
"","00000615","Flat Washer  GB/T 97.1  10","12","BA16CRT"
"15","00000682","Nut  GB/T 889.1  M10","4",""
"16","50008020","Chain","1","BA22CRT"
"","50008045","Chain","1","BA20CRT"
"","50008343","Chain","1","BA18CRT"
"","50008376","Chain","1","BA16CRT"
"17","50008016","Support","1","BA22CRT"
"","50008041","Support","1","BA20CRT"
