"NO.","Material No.","Item and Spec","Units","Remark"
"1","1020604245","Flat fuse","1",""
"2","1020604246","Fuse holder","1",""
"2","1040300048","Washer 5","2","GB/T97.1-2002"
"3","1040102341","Screw M5×12-8.8","2","GB/T70.1-2000"
"4","1020304978","Basin shaped horn
（ZS0607DC/ZS0607AC/ 
ZS0607ACW Series）","1",""
"5","1040100886","Screw M8×20-8.8","1","GB/T70.1-2008"
"6","1040300066","Washer 8","2","GB/T97.1-2002"
"7","1020304603","Contactor
（ZS0607DC/ZS0607HA/ 
ZS0607AC/ZS0607ACW Series）","1",""
"8","1040100127","Screw M6×12-8.8","2","GB/T70.1-2000"
"9","1040200506","Nut M6-8","2","GB/T889.1-2000"
"10","1040300051","Washer 6","2","GB/T97.1-2002"
"11","1109900765","Hydraulic door lock","1",""
"12","1040000076","Bolt M6×25-8.8","2","GB/T5783-2000"
"13","1040300062","Washer 6","2","GB/T93-1987"
"14","1040200304","Nut M6-8","2","GB/T889-1986"
"15","1040100437","Screw M4×16-8.8","2","GB/T70.1-2000"
"16","1020605226","Follow current protector
（ZS0607DC Series）","1",""
