"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"2","02554000300600000","Third-section boom attachment","C","1",""
"80","1040302489","Washer","B","38","GB/T97.1-2002"
"88","00772700301601070","Adjustable spacer","B","8",""
"90","1040002434","Bolt","A","18","GB/T5783-2016"
"190","1040002555","Bolt","A","16","GB/T5783-2000"
"191","1040300771","Washer","A","16","GB/T97.1-2002"
"192","1040004594","Bolt","A","12","GB/T5782-2000"
"193","00772700301201040","Adjustable pad","B","8",""
"194","00772700301801060","Adjustable spacer","B","2",""
"195","00772500301601050","Upper slider II","C","1",""
"196","00772700301201050","Adjustable pad","B","4",""
"197","00772500301601040","Upper slider I","B","1",""
"198","1040302480","Washer","B","2","GB/T96.1-2002"
"199","00772700301830000","Slider","A","2",""
"200","1040000135","Bolt","A","2","GB/T5783-2000"
"201","1040201882","Nut","A","6","GB/T6172-2000"
"202","00772500301610001","Slider","A","2",""
"203","00772100301201120","Bolt","C","6",""
"204","02554000301630000","Side dust-proof brush","A","2",""
"205","00772500301620000","Upper dust-proof brush","A","1",""
