"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1031500422","Rotary bearing","A","1","011.45.1250.121.04.
1 5F1"
"2","1040301521","Washer","A","80","GB/T1230-1991"
"3","1040006365","Bolt","A","40","GB/T1228-1991"
"4","1040006345","Bolt","A","40","GB/T1228-1991"
"5","1040004029","Bolt","A","4","GB/T5783-2000"
"6","1040301503","Washer","A","4","GB/T93-1987"
"7","1010101004","Rotary motor","B","2","255100A1304BAAA
AS(11 214147)"
"8","1040002517","Bolt","A","20","GB/T5782-2000"
"9","1040302502","Washer","A","20","GB/T1230-1991"
"10","1040102043","Screw","A","48","GB/T70.1-2000"
"11","1040302490","Washer","B","48","GB/T97.1-2002"
"12","1030202553","Rotary reducer","A","2","JH17-65-06"
"13","00772700900001010","Reducer mounting plate","A","1",""
"14","1040000577","Bolt","A","2","GB/T5783-2000"
"15","1040201882","Nut","A","2","GB/T6172-2000"
"16","204060296","Great Wall vehicle gear oil","A","3.5","Gear oil, no
instruction"
