"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"10","02555400100201020","Rubber pad","A","2",""
"11","1040102372","Hex socket cap screw","A","6","GB/T70.1-2000"
"12","1040201896","Nut","A","14","GB/T889.1-2015"
"13","02555400100201010","Dam-board","B","1",""
"14","1040300771","Washer","A","18","GB/T97.1-2002"
"15","1040300735","Washer","A","10","GB/T96.1-2002"
"16","1040102017","Screw","A","8","GB/T70.1-2000"
"17","00771100110240000","Backing plate","B","1",""
"18","00771100110232000","Protective hood","C","1",""
"19","00773400100261060","Bolt","A","2",""
"20","1040302480","Washer","B","4","GB/T96.1-2002"
"21","1040303579","Washer","A","4","GB/T96.1-2002"
"22","1040002738","Bolt","A","4","GB/T5783-2000"
"23","1040200503","Nut","A","2","GB/T889.1-2000"
"24","1040202855","Nut","A","4","GB/T889.1-2000"
"25","00771100110230200","Block II","B","1",""
"26","1040301515","Washer","A","4","GB/T97.1-2002"
"27","1040103112","Screw","A","4","GB/T70.1-2000"
"28","00771100110230400","Block","B","1",""
"29","1999904986","Document box","A","1","ZJ1145029"
"30","1040201896","Nut","A","11","GB/T889.1-2015"
"31","1040300735","Washer","A","2","GB/T96.1-2002"
"32","1040102372","Hex socket cap screw","A","4","GB/T70.1-2000"
"33","02554000100001010","Anemometer steel pipe clamp","A","1",""
"34","00771400110001020","Anemograph bracket","A","1",""
"35","00772700209901020","Anemograph","A","1",""
"36","00773406300201010","Spacer","B","3",""
"37","1040300771","Washer","A","15","GB/T97.1-2002"
"38","1040101643","Screw","A","3","GB/T70.1-2000"
"39","1020521022","Foot switch","A","1","FS-5G-20-C(hole)"
"63","02555400140210000","Platform weldment","A","1",""
