"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","02553207100401060","Fuel pipe III","A","1",""
"2","1040102737","Screw","A","3","GB/T70.1-2000"
"3","02553207100401020","Fuel fiter","A","1",""
"4","02553207100401051","Fuel pipe II","C","1",""
"5","1029902994","Cable tie","A","14","CHS-4*200(black)"
"6","00773407150401020","Hollow bolt","A","2",""
"7","1081000528","Seal washer","A","4","JB/T982-1977"
"8","00773407150401030","Connector II","A","2",""
"9","1040004520","Bolt","A","8","GB/T5783-2000"
"10","1040301515","Washer","A","11","GB/T97.1-2002"
"11","02553207100401070","Fuel filter bracket","B","1",""
"12","1040202855","Nut","A","11","GB/T889.1-2000"
"13","02553200800001021","Bracket","B","1",""
"14","1040302490","Washer","B","4","GB/T97.1-2002"
"15","1040002436","Bolt","A","4","GB/T5783-2000"
"16","02553207100401030","Fuel fiter","A","1",""
"17","00771607110410000","Fuel tank assembly","D","1",""
"18","1040302512","Washer","A","4","GB/T96.1-2002"
"19","1040002434","Bolt","A","4","GB/T5783-2016"
"20","02553207100401041","Fuel pipe I","C","1",""
"21","1990202279","Turbine rod clamp","A","6","SX9/W4/12-20"
"22","02553207100401080","Fuel filter bracket II","B","1",""
