"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1040200113","Nut","A","48","GB/T6170-2000"
"2","1040201089","Nut","A","41","GB/T6170-2000"
"3","1040004520","Bolt","A","52","GB/T5783-2000"
"4","1040302480","Washer","B","105","GB/T96.1-2002"
"5","1040200503","Nut","A","19","GB/T889.1-2000"
"6","1040301510","Washer","A","33","GB/T93-1987"
"7","00772701104000000","Hinge","A","10",""
"8","1040301515","Washer","A","20","GB/T97.1-2002"
"9","1040004518","Bolt","A","7","GB/T5783-2000"
"11","1040004517","Bolt","A","8","GB/T5783-2000"
"12","1040006017","Screw","B","26","GB/T70.1-2000"
"21","1040004519","Bolt","A","8","GB/T5783-2000"
"22","1040301505","Washer","A","20","GB/T93-1987"
"23","1040302513","Washer","A","32","GB/T96.1-2002"
"24","1040001609","Bolt","A","12","GB/T5783-2000"
"25","1040201382","Nut","A","20","GB/T6170-2000"
"26","1040300771","Washer","A","36","GB/T97.1-2002"
"27","1040101643","Screw","A","2","GB/T70.1-2000"
"29","00772701100001030","Bending plate","A","2",""
"30","1040004678","Knob bolt","A","8","M10×70"
"31","00771401110001030","Pressing plate","B","10",""
"32","1100700163","Door handle","A","4","26983-09"
"33","1109900765","Hydraulic gate lock","A","2","50075-C37K"
"39","1109900766","Battery gate lock","A","2","50076-C38K"
"54","1110100376","Gas spring","A","4","555894"
"55","00771401110001011","Front-right key cylinder mounting
plate","B","1",""
"56","1110100377","Gas spring","A","5","2064UK"
"57","00771601100001100","Front-left hood stay wire","A","1",""
"58","00772701100001080","Adjustable spacer I","A","2",""
"59","00772701101800000","Front hood bracket I","A","2",""
"60","00771101120001010","Smoke outlet seal plate","B","1",""
"61","00772701102600000","Front hood bracket II","A","1",""
"62","00771101100001021","Key cylinder mounting plate","B","1",""
"63","02553201100200000","Front-right hood weldment","B","1",""
