"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"2","02554000300600000","Third-section boom attachment","C","1",""
"80","1040302489","Washer","B","38","GB/T97.1-2002"
"85","00772700301601021","Adjustable spacer","A","2",""
"86","00772700301601011","Adjustable spacer","A","4",""
"87","00772700301601060","Buffer block","B","2",""
"88","00772700301601070","Adjustable spacer","B","8",""
"89","00772500301601011","Slider","A","2",""
"90","1040002434","Bolt","A","18","GB/T5783-2016"
"91","00772700301430000","Slider","A","2",""
"92","00772700301630000","Slider","A","2",""
"93","1040103112","Screw","A","4","GB/T70.1-2000"
