"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"2","1040301515","Washer","A","18","GB/T97.1-2002"
"102","1040103114","Screw","A","2","GB/T70.1-2000"
"103","00772700200001120","Anti-collision block","A","1",""
"104","1040004518","Bolt","A","2","GB/T5783-2000"
"105","00771100301601050","Protective plate","B","1",""
"106","1040002433","Bolt","A","3","GB/T5783-2000"
"107","1040302489","Washer","B","25","GB/T97.1-2002"
"108","02554000201610000","Slider","A","1",""
"109","1040004033","Bolt","A","14","GB/T5783-2000"
"110","00773400300001131","Adjustable spacer(2mm)","A","2",""
"111","00771100301601061","Adjustable spacer","A","2",""
"112","00771100301601071","Adjustable spacer","A","4",""
"113","00771100301490000","Slider","B","2",""
"114","00771100301320000","Slider","B","2",""
"115","00773400300001150","Adjustable gasket VI","A","4",""
"116","02554000200600001","Third-section boom attachment","A","1",""
"167","02554000201440000","Slider","A","2",""
"168","02554000201401120","Adjustable spacer(2mm)","A","2",""
"169","02554000201401110","Adjustable spacer","A","4",""
