"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"4","02554000300200000","First boom section weldment","B","1",""
"16","1040302489","Washer","B","50","GB/T97.1-2002"
"49","02554000302201020","No.1 retracting wire rope","A","2",""
"123","1040201092","Nut","B","4","GB/T6170-2000"
"124","1040300771","Washer","A","4","GB/T97.1-2002"
"125","1040002738","Bolt","A","4","GB/T5783-2000"
"126","00771400340001091","Sensor hood","A","1",""
"127","1040201111","Nut","A","4","GB/T889-1986"
"128","00772700302350000","Anti-rotating pipe weld","A","2",""
"129","1040002433","Bolt","A","7","GB/T5783-2000"
"130","00772700301250000","Fixed pulley seat","B","2",""
"131","1040302512","Washer","A","22","GB/T96.1-2002"
"132","1040002434","Bolt","A","8","GB/T5783-2016"
