"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1140298795(2)","Hose assembly","A","8",""
"2","1140298797(2)","Hose assembly","A","4",""
"3","1140298796(2)","Hose assembly","A","4",""
"4","1140249096(2)","Hose assembly","A","4",""
"5","1140207278(3)","Hose assembly","A","4",""
"6","1140227751(4)","Hose assembly","A","1",""
"7","1140249106(3)","Hose assembly","A","2",""
"8","1140233720(3)","Hose assembly","A","1",""
"9","1140253551(3)","Hose assembly","A","2",""
"10","1140241817(4)","Hose assembly","A","1",""
"11","1140236864(3)","Hose assembly","A","1",""
"12","1140111287(3)","T-junction","A","4",""
"13","1140101807(3)","T-junction","A","2",""
"14","1140101489","T-junction","A","2",""
"15","1149900295","T-junction","A","2",""
