"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"26","02554007070441022","ZT72J-ZT24JE-V Turntable Decal
Assembly","C","1",""
"27","02551707000401082","Diesel oil tank","A","1",""
"28","00771407010401202","Euro V fuel filling label","A","1",""
"30","00773407000401512","Cold start","A","1",""
"31","00773407000401082","Ground indicator instruction","A","1",""
"33","00773407000401142","Platform console","A","1",""
"34","00773407000401222","Platform indicator instruction","A","1",""
"36","02554007070441032","ZT72J-V Platform Decal Assembly","C","1",""
"41","02551507030401112","Fuel tank safety label","A","1",""
"43","00771407000401162","Hydraulic tank","A","2",""
"47","00771407000401342","Exhaust control diagnosis system","A","1",""
"48","00771407000401362","Euro stage V - Add lubricating oil
label","A","1",""
"49","00771407000401212","High temperature warning label","A","1",""
"50","00771407000401352","Euro stage V - Panel Indicator
precautions","A","1",""
"51","02553207000401012","Engine bracket open warning","A","1",""
"52","02553207000401022","Engine bracket open instruction","A","1",""
"53","02553207000401032","Clamp label","A","2",""
"54","00775607000401322","Uninsulation label","B","2",""
"55","00771407000401192","QR code","A","1",""
"56","00771407000401372","EU V Urea addition instructions","A","1",""
