"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"34","02554000200801070","Extending cylinder rod pin","A","2",""
"35","00771400210001180","Stop pin","C","2",""
"36","1040004511","Bolt","A","2","GB/T5783-2000"
"117","1040004519","Bolt","A","5","GB/T5783-2000"
"118","02554000200800099","Countersunk bolt model","A","2","GB/T70.3-2008"
"119","1040301515","Washer","A","25","GB/T97.1-2002"
"120","02554000200801010","Extending boom wire rope","A","2",""
"121","1040201646","Nut","A","4","GB/T6170-2000"
"122","02554000200860000","Wire rope support","A","1",""
"123","1040302512","Washer","A","8","GB/T96.1-2002"
"124","1040101412","Screw","A","2","GB/T70.1-2000"
"125","1040004518","Bolt","A","2","GB/T5783-2000"
"126","00771600301001231","Guiding bar","A","2",""
"127","00771400300801350","Sensor","A","2",""
"128","02554000200801050","Wire rope stop plate","A","1",""
"129","02554000200801140","Sensor mounting plate","A","2",""
"130","02554000200801080","Retracting pulley guard plate","A","2",""
"131","00771400300801020","Spring","B","2",""
"132","00771400310001020","Lubrication-free bearing","B","2",""
"133","1040501287","Pin","A","6","GB/T119.1-2000"
"134","02554000200841010","Pulley","A","2",""
"135","00771400300851020","Beam barrel","C","2",""
"136","02554000200801020","Boom retracting wire rope","A","2",""
"137","1040004596","Bolt","A","2","GB/T5782-2000"
"138","1040202855","Nut","A","4","GB/T889.1-2000"
"139","1040004619","Bolt","A","4","GB/T5783-2000"
"140","02551500300830000","Anti-rotating pipe weld","A","2",""
"141","02554000200801040","Pulley slider","B","1",""
"142","02554000200801130","Pulley side slider","A","2",""
"143","02554000200801101","Lubrication-free bearing","A","2",""
"144","02554000200850000","Extending pulley pin","A","1",""
"145","00771600301001460","Wear gasket I","B","6",""
"146","1040004517","Bolt","A","5","GB/T5783-2000"
"147","1040303580","Washer","A","1","GB/T96.1-2002"
"148","02554000200821010","Extending boom pulley","A","1",""
