"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"30","1040201896","Nut","A","11","GB/T889.1-2015"
"32","1040102372","Hex socket cap screw","A","4","GB/T70.1-2000"
"37","1040300771","Washer","A","15","GB/T97.1-2002"
"40","02561900110401100","Fall protection pad","B","4",""
"41","1054600077","Kinpin bearing","A","8","GB/T5801-2006"
"42","02564400100401020","Axle","B","4",""
"43","02564400100401031","Spindle plate","A","4",""
"44","1040002424","Bolt","A","4","GB/T5783-2000"
"45","1040200503","Nut","A","4","GB/T889.1-2000"
"46","1040103112","Screw","A","7","GB/T70.1-2000"
"47","00773400130401060","Block III","C","2",""
"48","00772700100410001","TRansition seat","C","1",""
"49","00771400120420001","Tray weldment","D","1",""
"50","02564400100401015","Linkage","A","2",""
"51","1040006458","Reinforcing half round head square
diameter bolt","A","1","GB/T794-1993"
"52","1040201381","Nut","A","1","GB/T6170-2000"
"53","1040302490","Washer","B","4","GB/T97.1-2002"
"54","00773400100401040","Block","A","1",""
"55","1040301515","Washer","A","3","GB/T97.1-2002"
"56","1040007514","Bolt","A","2","GB/T5782-2000"
"57","00773400130400001","Load cell","A","1",""
"58","1040006017","Screw","B","4","GB/T70.1-2000"
"59","00771900100600000","Hydraulic valve frame weldment","B","1",""
"60","00771600101400000","Platform hydraulic valve protective
cover","C","1",""
"61","1040102042","Screw","A","2","GB/T70.1-2000"
"62","1040302821","Washer","A","2","GB/T96.1-2002"
