"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","02554000302210000","Extending cylinder","B","1",""
"16","1040302489","Washer","B","50","GB/T97.1-2002"
"17","1040302490","Washer","B","18","GB/T97.1-2002"
"20","1040002439","Bolt","A","6","GB/T5783-2000"
"23","1040301515","Washer","A","16","GB/T97.1-2002"
"41","1040200504","Nut","A","10","GB/T889.1-2000"
"255","02554000302230000","Extending pulley bracket","A","1",""
"256","1040100238","Screw","A","6","GB/T70.1-2000"
"257","1040002436","Bolt","A","4","GB/T5783-2000"
"258","1040004644","Bolt","A","2","GB/T5783-2000"
"259","00772700302330000","Roller pin","B","1",""
"260","00771900311001240","Roller bearing","A","4",""
"261","1040101567","Screw","A","2","GB/T70.1-2000"
"262","1040004646","Bolt","A","1","GB/T5783-2000"
"263","1040102737","Screw","A","12","GB/T70.1-2000"
"264","00772500302201120","L plate","B","2",""
"265","02554000302201140","Wire rope neck","A","2",""
"266","02554000302201150","Wire rope neck I","A","2",""
"267","02554000302201130","Guide block","A","2",""
"268","02554000302201110","Pulley side plate I","A","2",""
"269","00772700302201150","Pulley side slider","A","2",""
"270","00772700302201110","Wear spacer","A","3",""
"271","02554000302201120","Pulley side plate II","A","2",""
"272","00772700302290000","Roller","A","2",""
